"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"55","Bosnia and Herzegovina","4","0","Local transmission","1","20200312"
"56","Republic of Moldova","4","0","Imported cases only","0","20200312"
"57","Lithuania","3","0","Imported cases only","0","20200312"
"58","Andorra","1","0","Imported cases only","9","20200312"
"59","Armenia","1","0","Imported cases only","10","20200312"
"60","Holy See","1","0","Under investigation","6","20200312"
"61","Liechtenstein","1","0","Imported cases only","6","20200312"
"62","Monaco","1","0","Under investigation","11","20200312"
"63","Turkey","1","0","Imported cases only","0","20200312"
"64","Ukraine","1","0","Imported cases only","8","20200312"
"65","Faroe Islands","2","0","Imported cases only","3","20200312"
"66","Gibraltar","1","0","Under investigation","8","20200312"
"67","Guernsey","1","0","Imported cases only","2","20200312"
"68","India","73","0","Local transmission","0","20200312"
"69","Thailand","70","1","Local transmission","0","20200312"
"70","Indonesia","34","1","Local transmission","0","20200312"
"71","Maldives","8","0","Local transmission","1","20200312"
"72","Bangladesh","3","0","Local transmission","3","20200312"
"73","Sri Lanka","2","0","Imported cases only","0","20200312"
"74","Bhutan","1","0","Imported cases only","6","20200312"
"75","Nepal","1","0","Imported cases only","48","20200312"
"76","Iran (Islamic Republic of)","9000","354","Local transmission","0","20200312"
"77","Qatar","262","0","Local transmission","0","20200312"
"78","Bahrain","189","0","Local transmission","0","20200312"
"79","Kuwait","80","0","Local transmission","0","20200312"
"80","united Arab Emirates","74","0","Local transmission","1","20200312"
"81","Iraq","70","7","Local transmission","0","20200312"
"82","Egypt","67","1","Local transmission","0","20200312"
"83","Lebanon","66","3","Local transmission","0","20200312"
"84","Saudi Arabia","21","0","Local transmission","0","20200312"
"85","Pakistan","19","0","Imported cases only","0","20200312"
"86","Oman","18","0","Imported cases only","2","20200312"
"87","Afghanistan","7","0","Imported cases only","0","20200312"
"88","Tunisia","6","0","Local transmission","1","20200312"
"89","Morocco","5","1","Local transmission","0","20200312"
"90","Jordan","1","0","Imported cases only","9","20200312"
"91","occupied Palestinian territory","30","0","Local transmission","1","20200312"
"92","United States of America","987","29","Local transmission","0","20200312"
"93","Canada","93","1","Local transmission","1","20200312"
"94","Brazil","52","0","Local transmission","0","20200312"
"95","Chile","23","0","Local transmission","0","20200312"
"96","Argentina","19","1","Imported cases only","0","20200312"
"97","Ecuador","17","0","Local transmission","0","20200312"
"98","Peru","17","0","Local transmission","0","20200312"
"99","Costa Rica","13","0","Local transmission","1","20200312"
"100","Mexico","11","0","Imported cases only","0","20200312"
"101","Panama","10","1","Local transmission","0","20200312"
"102","Colombia","9","0","Imported cases only","0","20200312"
"103","Dominican Republic","5","0","Imported cases only","2","20200312"
"104","Paraguay","5","0","Local transmission","1","20200312"
"105","Bolivia (Plurinational State of)","2","0","Imported cases only","1","20200312"
"106","Honduras","2","0","Imported cases only","0","20200312"
"107","Jamaica","1","0","Imported cases only","1","20200312"
"108","French Guiana","5","0","Imported cases only","4","20200312"
"109","Martinique","3","0","Imported cases only","1","20200312"
"110","Saint Martin","2","0","Under investigation","9","20200312"
"111","Saint Barthelemy","1","0","Under investigation","9","20200312"
"112","Algeria","25","1","Local transmission","0","20200312"
"113","South Africa","13","0","Imported cases only","0","20200312"
"114","Senegal","4","0","Imported cases only","7","20200312"
"115","Burkina Faso","2","0","Imported cases only","1","20200312"
"116","Cameroon","2","0","Local transmission","5","20200312"
"117","Nigeria","2","0","Imported cases only","3","20200312"
"118","Côte d’Ivoire","1","0","Imported cases only","0","20200312"
"119","Democratic Republic of the Congo","1","0","Imported cases only","1","20200312"
"120","Togo","1","0","Imported cases only","5","20200312"
"121","conveyance","696","7","Local transmission","4","20200312"
