"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"115","Uruguay","79","0","Imported cases only","0","20200320"
"116","Venezuela (Bolivarian Republic of)","36","0","Imported cases only","1","20200320"
"117","Dominican Republic","34","2","Local transmission","0","20200320"
"118","Bolivia (Plurinational State of)","15","0","Imported cases only","0","20200320"
"119","Jamaica","15","1","Local transmission","0","20200320"
"120","Honduras","12","0","Imported cases only","0","20200320"
"121","Cuba","11","1","Local transmission","0","20200320"
"122","Paraguay","11","0","Local transmission","1","20200320"
"123","Guatemala","9","1","Imported cases only","0","20200320"
"124","Trinidad and Tobago","9","0","Imported cases only","0","20200320"
"125","Guyana","5","1","Local transmission","1","20200320"
"126","Bahamas","3","0","Local transmission","1","20200320"
"127","Barbados","2","0","Imported cases only","1","20200320"
"128","Bermuda","2","0","Imported cases only","1","20200320"
"129","Saint Lucia","2","0","Imported cases only","4","20200320"
"130","Antigua and Barbuda","1","0","Imported cases only","6","20200320"
"131","El Salvador","1","0","Imported cases only","0","20200320"
"132","Montserrat","1","0","Imported cases only","1","20200320"
"133","Nicaragua","1","0","Under investigation","0","20200320"
"134","Suriname","1","0","Imported cases only","4","20200320"
"135","Saint Vincent and the Grenadines","1","0","Imported cases only","6","20200320"
"136","Guadeloupe","45","0","Imported cases only","0","20200320"
"137","Martinique","32","0","Imported cases only","0","20200320"
"138","French Guiana","15","0","Local transmission","0","20200320"
"139","Puerto Rico","6","0","Imported cases only","0","20200320"
"140","Aruba","5","0","Imported cases only","0","20200320"
"141","Saint Martin","4","0","Under investigation","1","20200320"
"142","Cayman Islands","3","1","Imported cases only","0","20200320"
"143","Curaçao","3","0","Imported cases only","2","20200320"
"144","Saint Barthélemy","3","0","Under investigation","4","20200320"
"145","United States Virgin Island","3","0","Imported cases only","1","20200320"
"146","Sint Maarten","1","0","Imported cases only","1","20200320"
"147","South Africa","150","0","Local transmission","0","20200320"
"148","Algeria","82","7","Local transmission","0","20200320"
"149","Burkina Faso","40","1","Imported cases only","0","20200320"
"150","Senegal","38","0","Local transmission","0","20200320"
"151","Cameroon","15","0","Local transmission","0","20200320"
"152","Democratic Republic of the Congo","14","0","Local transmission","0","20200320"
"153","Nigeria","12","0","Imported cases only","0","20200320"
"154","Ghana","11","0","Local transmission","0","20200320"
"155","Rwanda","11","0","Local transmission","1","20200320"
"156","Cote d’Ivoire","9","0","Imported cases only","1","20200320"
"157","Ethiopia","9","0","Imported cases only","0","20200320"
"158","Togo","9","0","Imported cases only","0","20200320"
"159","Kenya","7","0","Local transmission","1","20200320"
"160","Mauritius","7","0","Under investigation","0","20200320"
"161","Seychelles","6","0","Imported cases only","1","20200320"
"162","United Republic of Tanzania","6","0","Imported cases only","0","20200320"
"163","Equatorial Guinea","4","0","Imported cases only","0","20200320"
"164","Congo","3","0","Imported cases only","1","20200320"
"165","Gabon","3","0","Imported cases only","1","20200320"
"166","Namibia","3","0","Imported cases only","0","20200320"
"167","Benin","2","0","Imported cases only","0","20200320"
"168","Guinea","2","0","Imported cases only","0","20200320"
"169","Liberia","2","0","Local transmission","1","20200320"
"170","Mauritania","2","0","Imported cases only","1","20200320"
"171","Zambia","2","0","Imported cases only","1","20200320"
"172","Central African Republic","1","0","Imported cases only","5","20200320"
"173","Chad","1","0","Imported cases only","0","20200320"
"174","Eswatini","1","0","Imported cases only","5","20200320"
"175","Gambia","1","0","Imported cases only","1","20200320"
"176","Niger","1","0","Imported cases only","0","20200320"
"177","Réunion","15","0","Imported cases only","0","20200320"
"178","Mayotte","4","0","Imported cases only","0","20200320"
"179","conveyance","712","7","Local transmission","4","20200320"
