"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"66","Monaco","9","0","Under investigation","2","20200319"
"67","Kyrgyzstan","3","0","Under investigation","0","20200319"
"68","Montenegro","2","0","Imported cases only","1","20200319"
"69","Holy See","1","0","Under investigation","12","20200319"
"70","","erritories**",NA,"",NA,"20200319"
"71","Faroe Islands","58","0","Imported cases only","0","20200319"
"72","Andorra","39","0","Imported cases only","0","20200319"
"73","Gibraltar","8","0","Under investigation","0","20200319"
"74","Jersey","5","0","Imported cases only","1","20200319"
"75","Greenland","2","0","Under investigation","1","20200319"
"76","Guernsey","1","0","Imported cases only","9","20200319"
"77","","outh-East Asia Region",NA,"",NA,"20200319"
"78","Indonesia","227","19","Local transmission","0","20200319"
"79","Thailand","212","1","Local transmission","0","20200319"
"80","India","151","3","Local transmission","0","20200319"
"81","Sri Lanka","42","0","Local transmission","0","20200319"
"82","Maldives","13","0","Local transmission","3","20200319"
"83","Bangladesh","10","0","Local transmission","0","20200319"
"84","Bhutan","1","0","Imported cases only","12","20200319"
"85","Nepal","1","0","Imported cases only","55","20200319"
"86","","astern Mediterranean Region",NA,"",NA,"20200319"
"87","Iran (Islamic Republic","",NA,"",NA,"20200319"
"88","Iran (Islamic Republic of)","17361","1135","Local transmission","0","20200319"
"89","Qatar","442","0","Local transmission","1","20200319"
"90","Bahrain","256","1","Local transmission","0","20200319"
"91","Pakistan","241","0","Imported cases only","0","20200319"
"92","Saudi Arabia","238","0","Local transmission","0","20200319"
"93","Egypt","196","6","Local transmission","0","20200319"
"94","Iraq","164","12","Local transmission","1","20200319"
"95","Kuwait","142","0","Local transmission","0","20200319"
"96","Lebanon","133","4","Local transmission","0","20200319"
"97","United Arab Emirates","113","0","Local transmission","0","20200319"
"98","Jordan","52","0","Imported cases only","0","20200319"
"99","Morocco","49","2","Local transmission","0","20200319"
"100","Oman","33","0","Imported cases only","0","20200319"
"101","Tunisia","29","0","Local transmission","0","20200319"
"102","Afghanistan","22","0","Imported cases only","1","20200319"
"103","Djibouti","1","0","Under investigation","0","20200319"
"104","Somalia","1","0","Imported cases only","2","20200319"
"105","Sudan","1","1","Imported cases only","4","20200319"
"106","","erritories**",NA,"",NA,"20200319"
"107","occupied Palestinian","",NA,"",NA,"20200319"
"108","occupied Palestinian territory","44","0","Local transmission","0","20200319"
"109","","egion of the Americas",NA,"",NA,"20200319"
"110","United States of","",NA,"",NA,"20200319"
"111","United States of America","7087","100","Local transmission","0","20200319"
"112","Canada","569","8","Local transmission","0","20200319"
"113","Brazil","291","1","Local transmission","0","20200319"
"114","Chile","238","0","Local transmission","0","20200319"
"115","Ecuador","155","2","Local transmission","0","20200319"
"116","Peru","145","0","Local transmission","0","20200319"
"117","Colombia","93","0","Local transmission","0","20200319"
"118","Mexico","93","0","Imported cases only","0","20200319"
"119","Panama","86","1","Local transmission","0","20200319"
"120","Argentina","79","2","Local transmission","0","20200319"
"121","Costa Rica","50","0","Local transmission","0","20200319"
"122","Venezuela (Bolivarian","",NA,"",NA,"20200319"
"123","Venezuela (Bolivarian Republic of)","36","0","Imported cases only","0","20200319"
"124","Uruguay","29","0","Imported cases only","0","20200319"
"125","Dominican Republic","21","1","Local transmission","1","20200319"
"126","Jamaica","13","0","Local transmission","0","20200319"
"127","Bolivia (Plurinational","",NA,"",NA,"20200319"
"128","Bolivia (Plurinational State of)","12","0","Imported cases only","0","20200319"
"129","Paraguay","11","0","Local transmission","0","20200319"
"130","Cuba","10","1","Local transmission","0","20200319"
"131","Honduras","9","0","Imported cases only","0","20200319"
"132","Trinidad and Tobago","7","0","Imported cases only","0","20200319"
"133","Guatemala","6","1","Imported cases only","1","20200319"
"134","Guyana","4","1","Local transmission","0","20200319"
"135","Bahamas","3","0","Local transmission","0","20200319"
"136","Barbados","2","0","Imported cases only","0","20200319"
"137","Saint Lucia","2","0","Imported cases only","3","20200319"
"138","Antigua and Barbuda","1","0","Imported cases only","5","20200319"
"139","Montserrat","1","0","Imported cases only","0","20200319"
"140","Saint Vincent and the","",NA,"",NA,"20200319"
"141","Saint Vincent and the Grenadines","1","0","Imported cases only","5","20200319"
"142","Suriname","1","0","Imported cases only","3","20200319"
"143","","erritories**",NA,"",NA,"20200319"
"144","Guadeloupe","33","0","Imported cases only","0","20200319"
"145","Martinique","23","0","Imported cases only","0","20200319"
"146","French Guiana","11","0","Imported cases only","0","20200319"
"147","Puerto Rico","5","0","Imported cases only","0","20200319"
"148","Aruba","4","0","Imported cases only","0","20200319"
"149","Saint Martin","4","0","Under investigation","0","20200319"
"150","Curaçao","3","0","Imported cases only","1","20200319"
"151","Saint Barthélemy","3","0","Under investigation","3","20200319"
"152","United States Virgin","",NA,"",NA,"20200319"
"153","United States Virgin Island","2","0","Imported cases only","1","20200319"
"154","Cayman Islands","1","1","Imported cases only","5","20200319"
"155","African Region",NA,NA,"",NA,"20200319"
"156","South Africa","116","0","Local transmission","0","20200319"
"157","Algeria","72","6","Local transmission","0","20200319"
"158","Senegal","36","0","Local transmission","0","20200319"
"159","Burkina Faso","26","1","Imported cases only","0","20200319"
"160","Rwanda","11","0","Local transmission","0","20200319"
"161","Cameroon","10","0","Local transmission","0","20200319"
"162","Cote d’Ivoire","9","0","Imported cases only","0","20200319"
"163","Ghana","9","0","Imported cases only","0","20200319"
"164","Nigeria","8","0","Imported cases only","0","20200319"
"165","Democratic Republic",NA,NA,"",NA,"20200319"
"166","Democratic Republic of the Congo","7","0","Local transmission","0","20200319"
"167","of the Congo",NA,NA,"",NA,"20200319"
"168","Kenya","7","0","Local transmission","0","20200319"
"169","Ethiopia","6","0","Imported cases only","0","20200319"
"170","Seychelles","6","0","Imported cases only","0","20200319"
"171","Congo","3","0","Imported cases only","0","20200319"
"172","Equatorial Guinea","3","0","Imported cases only","0","20200319"
"173","Gabon","3","0","Imported cases only","0","20200319"
"174","Mauritius","3","0","Under investigation","0","20200319"
"175","United Republic of",NA,NA,"",NA,"20200319"
"176","United Republic of Tanzania","3","0","Imported cases only","0","20200319"
"177","Tanzania",NA,NA,"",NA,"20200319"
"178","Liberia","2","0","Local transmission","0","20200319"
"179","Mauritania","2","0","Imported cases only","0","20200319"
"180","Namibia","2","0","Imported cases only","4","20200319"
"181","Zambia","2","0","Imported cases only","0","20200319"
"182","Benin","1","0","Imported cases only","1","20200319"
"183","Central African",NA,NA,"",NA,"20200319"
"184","Central African Republic","1","0","Imported cases only","4","20200319"
"185","Republic",NA,NA,"",NA,"20200319"
"186","Eswatini","1","0","Imported cases only","4","20200319"
"187","Gambia","1","0","Imported cases only","0","20200319"
"188","Guinea","1","0","Imported cases only","4","20200319"
"189","Togo","1","0","Imported cases only","11","20200319"
"190","Territories**",NA,NA,"",NA,"20200319"
"191","Réunion","12","0","Imported cases only","0","20200319"
"192","Mayotte","3","0","Imported cases only","0","20200319"
"193","Subtotal for all",NA,NA,"",NA,"20200319"
"194","","209127","8771","",NA,"20200319"
"195","regions",NA,NA,"",NA,"20200319"
"196","International",NA,NA,"",NA,"20200319"
"197","conveyance","712","7","Local transmission","3","20200319"
"198","(Diamond Princess)",NA,NA,"",NA,"20200319"
"199","Grand total","209839","8778","",NA,"20200319"
