country,confirmed,death,Transmission classification,Days since last reported case,date
Sri Lanka,233,7,Clusters of cases,0,20200415
Myanmar,74,4,Clusters of cases,0,20200415
Maldives,20,0,Sporadic cases,2,20200415
Nepal,16,0,Sporadic cases,1,20200415
Timor-Leste,6,0,Sporadic cases,1,20200415
Bhutan,5,0,Sporadic cases,12,20200415
Iran (Islamic Republic of),74877,4683,Community transmission,0,20200415
Pakistan,5988,107,Clusters of cases,0,20200415
Saudi Arabia,5369,73,Clusters of cases,0,20200415
United Arab Emirates,4933,28,Pending,0,20200415
Qatar,3428,7,Pending,0,20200415
Egypt,2350,178,Clusters of cases,0,20200415
Morocco,1888,126,Clusters of cases,0,20200415
Bahrain,1528,7,Clusters of cases,0,20200415
Iraq,1400,78,Clusters of cases,0,20200415
Kuwait,1355,3,Clusters of cases,0,20200415
Oman,910,4,Clusters of cases,0,20200415
Afghanistan,770,25,Clusters of cases,0,20200415
Tunisia,747,34,Community transmission,0,20200415
Lebanon,641,21,Clusters of cases,0,20200415
Jordan,397,7,Clusters of cases,0,20200415
Djibouti,363,2,Clusters of cases,0,20200415
Somalia,60,2,Sporadic cases,1,20200415
Libya,35,1,Clusters of cases,0,20200415
Sudan,32,5,Sporadic cases,0,20200415
Syrian Arab Republic,29,2,Community transmission,0,20200415
Yemen,1,0,Pending,4,20200415
occupied Palestinian territory,288,2,Clusters of cases,0,20200415
United States of America,578268,23476,Community transmission,0,20200415
Canada,26146,823,Community transmission,0,20200415
Brazil,23430,1328,Community transmission,0,20200415
Chile,7917,92,Community transmission,0,20200415
Ecuador,7603,369,Community transmission,0,20200415
Peru,7519,193,Community transmission,1,20200415
Mexico,5014,332,Community transmission,0,20200415
Panama,3472,94,Community transmission,0,20200415
Dominican Republic,3286,183,Community transmission,0,20200415
Colombia,2852,112,Community transmission,0,20200415
Argentina,2336,101,Community transmission,0,20200415
Cuba,766,21,Clusters of cases,0,20200415
Costa Rica,612,3,Clusters of cases,0,20200415
Uruguay,483,8,Clusters of cases,1,20200415
Honduras,407,26,Clusters of cases,0,20200415
Bolivia (Plurinational State of),354,28,Clusters of cases,0,20200415
Venezuela (Bolivarian Republic of),181,9,Clusters of cases,1,20200415
Guatemala,167,5,Clusters of cases,0,20200415
Paraguay,159,7,Community transmission,0,20200415
El Salvador,149,6,Clusters of cases,0,20200415
Trinidad and Tobago,113,8,Sporadic cases,1,20200415
Jamaica,73,4,Clusters of cases,0,20200415
Barbados,72,4,Clusters of cases,0,20200415
Bahamas,49,8,Clusters of cases,0,20200415
Guyana,47,6,Clusters of cases,1,20200415
Haiti,40,3,Clusters of cases,1,20200415
Antigua and Barbuda,23,2,Clusters of cases,1,20200415
Belize,18,2,Sporadic cases,0,20200415
Dominica,16,0,Clusters of cases,4,20200415
Saint Lucia,15,0,Sporadic cases,3,20200415
Grenada,14,0,Clusters of cases,3,20200415
Saint Kitts and Nevis,12,0,Sporadic cases,3,20200415
Saint Vincent and the Grenadines,12,0,Sporadic cases,4,20200415
Suriname,10,1,Sporadic cases,11,20200415
Nicaragua,9,1,Pending,2,20200415
Puerto Rico,923,45,Clusters of cases,0,20200415
Martinique,157,8,Clusters of cases,1,20200415
Guadeloupe,145,8,Clusters of cases,0,20200415
Aruba,92,0,Clusters of cases,3,20200415
French Guiana,88,0,Clusters of cases,1,20200415
Bermuda,57,5,Clusters of cases,1,20200415
Cayman Islands,54,1,Clusters of cases,0,20200415
Sint Maarten,52,9,Clusters of cases,1,20200415
United States Virgin Islands,51,1,Clusters of cases,4,20200415
Saint Martin,35,2,Sporadic cases,0,20200415
Curaçao,14,1,Sporadic cases,6,20200415
Falkland Islands (Malvinas),11,0,Clusters of cases,0,20200415
Montserrat,11,0,Sporadic cases,1,20200415
Turks and Caicos Islands,10,1,Sporadic cases,0,20200415
Saint Barthelemy,6,0,Sporadic cases,15,20200415
"Bonaire, Sint Eustatius and Saba",4,0,Sporadic cases,0,20200415
Anguilla,3,0,Sporadic cases,11,20200415
British Virgin Islands,3,0,Sporadic cases,14,20200415
Saint Pierre and Miquelon,1,0,Sporadic cases,7,20200415
South Africa,2415,27,Community transmission,0,20200415
Algeria,2070,326,Community transmission,0,20200415
Cameroon,855,15,Clusters of cases,0,20200415
Côte d’Ivoire,638,6,Clusters of cases,0,20200415
Ghana,636,8,Clusters of cases,0,20200415
Niger,570,14,Clusters of cases,0,20200415
Burkina Faso,515,28,Clusters of cases,0,20200415
Guinea,363,0,Clusters of cases,0,20200415
Nigeria,343,10,Clusters of cases,1,20200415
Mauritius,324,9,Clusters of cases,2,20200415
Senegal,299,2,Clusters of cases,0,20200415
Democratic Republic of the Congo,254,21,Clusters of cases,0,20200415
Kenya,216,9,Clusters of cases,0,20200415
Rwanda,134,0,Sporadic cases,0,20200415
Mali,123,10,Sporadic cases,0,20200415
Madagascar,110,0,Clusters of cases,0,20200415
Ethiopia,82,3,Sporadic cases,0,20200415
Gabon,80,1,Sporadic cases,0,20200415
Togo,77,3,Sporadic cases,0,20200415
Congo,74,5,Clusters of cases,1,20200415
Liberia,59,6,Sporadic cases,0,20200415
Uganda,54,0,Sporadic cases,2,20200415
United Republic of Tanzania,53,3,Sporadic cases,0,20200415
Zambia,45,2,Sporadic cases,1,20200415
Equatorial Guinea,41,0,Sporadic cases,0,20200415
Guinea-Bissau,40,0,Sporadic cases,0,20200415
Benin,35,1,Sporadic cases,3,20200415
Eritrea,34,0,Sporadic cases,2,20200415
Mozambique,28,0,Sporadic cases,0,20200415
Chad,23,0,Sporadic cases,1,20200415
Angola,19,2,Sporadic cases,6,20200415
Zimbabwe,18,3,Sporadic cases,0,20200415
Malawi,16,2,Sporadic cases,1,20200415
Namibia,16,0,Sporadic cases,9,20200415
Eswatini,15,0,Sporadic cases,0,20200415
Botswana,13,1,Sporadic cases,5,20200415
Central African Republic,11,0,Sporadic cases,4,20200415
Seychelles,11,0,Sporadic cases,8,20200415
Sierra Leone,11,0,Sporadic cases,0,20200415
Cabo Verde,10,1,Sporadic cases,1,20200415
Gambia,9,1,Sporadic cases,3,20200415
Mauritania,7,1,Sporadic cases,4,20200415
Burundi,5,0,Sporadic cases,2,20200415
São Tomé and Príncipe,4,0,Pending,8,20200415
South Sudan,4,0,Pending,3,20200415
Réunion,391,0,Clusters of cases,1,20200415
Mayotte,217,3,Clusters of cases,0,20200415
